id,name,category,sub_category,address,latitude,longitude,artist,year,description,material
196,Nearamnew,Artworks & Fountains,Artwork,"Federation Square approximately 42m North of Deakin Edge Theatre at Fed Square, Deakin Edge, Federation Square, 2 Swanston Street, Melbourne, 3000",-37.817969059842106,144.96906199923544,Paul Carter,2003,"Artist and writer Paul Carter collaborated with the architects of Federation Square on Nearamnew, a vast Square paving design with poetic text inscriptions. Fragmented voices of historical and fictional characters can be deciphered in nine locations around the site, relating the history of the site and poetic visions of the Federation ideal.",
197,People''''''''s Path,Artworks & Fountains,Bricks / Tiles,"Fitzroy Gardens approximately 55m SE of Maintenance Sheds, St Patricks Cathedral, 7 Lansdowne Street, East Melbourne, 3002",-37.811023513897744,144.9783891748421,"Sprague, Ian et al.",1978-1979,"This work comprises approximately 10,000 standard terracotta bricks set in the three concentric circles surrounding a raised garden bed, with plantings of palms and ivy. The exposed face of each brick features a hand-etched drawing. The associated plaque advises that the `tiles' were made by the people of Victoria on the opening day of the Arts Victoria 78 Craft Festival. The path was opened by the Hon. R.J. Hamer, then premier and arts minister, on the 18 February 1979.  People's Path originates from a community art project, providing a metaphorical means by which the community can take ownership of a public space.",
198,Another View Site 17,Artworks & Fountains,Sculpture,"150 Collins Street approximately 6m West of Victorian Chamber Of Commerce And Industry, Ground, Pt Lvl 2 & Level 3, 150 Collins Street, Melbourne, 3000",-37.81480508762984,144.96838103517445,"Thomas, Ray",1995,"This is one of several public artworks commissioned for the Another View walking trail. The seven brass figures are an interpretation of the Karak Goruk (Seven Sisters) daughters of Bunjil, the Eagle man, and Ganawarra, the Black Swan woman. The inlayed figures represent the seven colours of the rainbow and are placed in juxtaposition to the Georges' Fountain, near the corner of Russell St.",
199,Colony,Artworks & Fountains,Artwork,"Life Lab approximately 9m NE of NBN, Ground & Lvls 1-2 & 4, 192 Harbour Esplanade, Docklands, 3008",-37.81430288960753,144.94495681027365,Troy Innocent,2008,"A network of 48 totems is embedded in the `Forest Walk' environment of Digital Harbour. At night, the totems are silhouetted by a changing spectrum of light, and the forest comes alive with a cacophony of sound. This interactive landscape responds to human presence both on site and online.",
200,The Phoenix,Artworks & Fountains,Sculpture,Queen Victoria Gardens,-37.822153249778246,144.9709506469274,"Leister, Baroness Yrsa Von",1973,"Winged figure positioned in a pond. Baroness Yrsa Von Leister's winged figure reaches some three metres above the waters of a pond in Queen Victoria Gardens. Originally associated with ancient Egyptians' longings for immortality, the phoenix in Christianity has long been linked to resurrection and everlasting life. Von Leister sculpted the symbolic figure for the Roman Catholic archdiocese of Melbourne following the 40th International Eucharistic Congress, held here in 1973. Archbishop Cardinal Knox then donated the work to the Melbourne City Council for the support it had shown during the congress.   Von Leister flew to Australia to complete finishing touches to the rough-hewn sculpture prior to its unveiling. In March 1976, the Most Reverend T.F. Little gifted the sculpture to the citizens of Melbourne on behalf of the Melbourne Diocesan Historical Commission. He said, `The ' phoenix is accepted throughout the world as symbolising everlasting life. It glorifies Him who is truth and eternal life.'",
201,Painted Poles 1 [State Library of Victoria],Artworks & Fountains,Sculpture,"Swanston Street between Little Lonsdale Street and La Trobe Street approximately 31m NE of Unit 1102, 339 Swanston Street, Melbourne, 3000",-37.81009689038864,144.96416511332632,"McCarthy, Jennifer",1992,"Jennifer McCarthy's sculpture comprises three poles painted in a colourful, highly decorative style. This work is not considered permanent. The City of Melbourne commissioned the work as part of the Swanston Street Walk Public Art Project.",
202,Ned and Dan,Artworks & Fountains,Artwork,"Caravel Lane between Rakaia Way and Dopel Way approximately 4m NE of Lexy Group, 37 Caravel Lane, Docklands, 3008",-37.81452431106299,144.9406088500888,Alexander Knox,2006,"This three-dimensional frieze is inspired by Sidney Nolan's 1946 Ned Kelly paintings. The Australian landscape is represented by the undulating façade walls, which are treated with a unique ""pixelated"" perforation method that produces complex shadow plays. The helmet-like corner nodes are references to the Kelly masks; they frame the mirrored sculptures within, reflecting a morphing vista of sunlight and sky that moves gently in silent tribute to the waves of the sea.",
203,Mary Gilbert Memorial,Artworks & Fountains,Bust,"Fitzroy Gardens approximately 68m East of Toilet Fitzroy Gardens, 2 Lansdowne Street, East Melbourne, 3002",-37.81407567751222,144.9785602548242,"O''''''''Connor, Ailsa",1975,"A torso figure of Mary Gilbert Ailsa O'Connor studied at RMIT and worked as a painter and then draughtsperson before taking up sculpture full time in the 1970s. Throughout her life, she was active in a number of organisations that sought to achieve equality for women, such as the Women's Progressive Movement. The sculpture was exhibited in 1975 and subsequently purchased by the City of Melbourne. It was unveiled by the Lady Mayoress, Barbara Walker, on 26th November 1975  O'Connor's interest in feminism and women's history is apparent in this work, which in part carries the inscription: `Mary gave birth to a son, the first white child born in the Port Phillip settlement, on 29 December 1835. As servants of John Pascoe Fawkner, Mary and her husband James Gilbert were in the original party of settlers who landed from the schooner Enterprise on 30 August 1835.' O'Connor claimed of Mary Gilbert that she was a `sort of proletarian founding mother'.",
204,Vault,Artworks & Fountains,Sculpture,"Malthouse Plaza approximately 33m NW of CitiPower, Electres 4542PR, 75 Dodds Street, Southbank, 3006",-37.82607139191802,144.96773271682704,"Robertson Swann, Ron <br>",1980,"Yellow painted welded plate steel sculpture.  The unveiling of The Vault in 1980 in the City Square by contemporary artist Ron Robertson-Swann gave rise to one of the biggest art controversies. His work has often divided critics, but none has been as controversial as Vault.  Dubbed the `Yellow Peril' by Councillor Osborne, the yellow metal sculpture caused a storm of protest over its suitability for City Square. Ironically, it was commissioned for its compatibility with the square's design. The winner of a competition organised by the square's architects, Robertson-Swann's design met the challenge of being a `grand interlocked sculpture'. It also met the requirement of being bold, visually simple and a strong focal point, which would offset the formal character of the square. But while Vault met these objectives, it was a little too abstract for public taste.  Professor Patrick McCaughey gave his full support to the work, applauding it for design excellence. Recognising McCaughey's reputation in visual arts, council approved the plans. When the sculpture was installed it was yet to be named, and despite Robertson-Swann soon naming it Vault, Yellow Peril, with its racist overtones, has stuck.   Following its installation in 1980, Councillor Osborne tabled a survey showing Melburnians' lack of support for the sculpture's prominent position, based on the opinion that it was not sympathetic to the nearby historic St Paul's Cathedral and Town Hall. Council resolved to relocate the work, but not before it was scrawled with graffiti and used as a play structure. Despite the artist's objections, in 1981 Vault was moved to Batman Park, where among other things it served as a shelter for the homeless. In 2002, Vault was unveiled at its new home outside ACCA, where most consider it in keeping with the surrounding built environment.",
205,Shadow Trees,Artworks & Fountains,Sculpture,Buluk Park,-37.820624039208646,144.9409520071531,"Smart, Sally <br>",2014,"Shadow Trees is an assemblage construction of painted and fabricated mild steel, with plasma-cut silhouette elements, bolts and structural elements. The work casts shadows within its structure, creating a complexity of imagery in which there is always something new to discover. The form of the tree has a number of resonances with the site; there are imaginative connections to the library and the passing parade of workers and residents in Victoria Harbour. 'The imagery for the Shadow Trees connects the natural world with a cultural world and the everyday ' with ideas and images resonant in the `tree of life', the `tree house' and the `family tree',' explains Smart. The beautiful text by Maria Tumarkin, engraved in the bluestone paving under the tree, reinforces connections to the library.  The work also nods to Victoria Harbour's past, both pre-colonial, as a place abundant with plant and bird life, and post-colonial, as a working dock. 'The cut-out painted silhouette elements and text are open to interpretation, drawing on references from the site's history, biology, botany, habitation, movement and language,' says Smart.",
206,Thomas Ferguson Memorial Drinking Fountain,Artworks & Fountains,Drinking Fountain,University Square,-37.80153947884793,144.96022724856095,Unknown,1911,"A square granite fountain with four basins on each side, sitting on a bluestone plinth.  Thomas Ferguson devoted his life to the cause of the Total Abstinence Society. The fountain was initially constructed in the centre of Russell Street opposite the Temperance Hall. It was six metres high and far more elaborate than it is today. With the rise in the use of motorcars, such street ornaments became traffic hazards and in 1947 the fountain was badly damaged when a truck hit it. It was later resurrected in a modified from in its current site. Unveiled 1 July 1911",
207,Ophelia,Artworks & Fountains,Sculpture,"Southbank Promenade approximately 46m East of LwrGround, Southbank Promenade, Southbank, 3006",-37.819968338442905,144.9659517158149,Deborah Halpern,1992,"'Ophelia' was named 'the official face of Melbourne' by Tourism Victoria in 1996, and was inspired by the character from Hamlet, full of both love and sadness. Halpern says 'Ophelia' is the cousin of 'Angel', the sculpture that adorned the moat of the National Gallery of Victoria for nearly 20 years and now lives upstream at Birrarung Marr.",
208,Koorie Mural,Artworks & Fountains,Mural,"City Baths approximately 27m North of Poolhouse Coffee, 6 Franklin Street, Melbourne, 3000",-37.80699393814314,144.96305396149538,Marie Clark and Sonja Hodge,1995,Mural in the Carlton Baths.,
209,Photo Art Billboard,Artworks & Fountains,Artwork,"Approximately 38m East of Lucas Real Estate (MLJV Pty Ltd), 62 River Esplanade, Docklands, 3008",-37.8249065499163,144.94742694404235,Various artists,Various,"The billboard site at Yarra's Edge, Tower 1 Lorimer Street, exhibits a new photographic image by an Australian artist every 6 to 8 months. The billboard has become a local landmark, featuring some of Australia's best known contemporary artists.",
210,Brunton Drinking Fountain West,Artworks & Fountains,Drinking Fountain,"Yarra Park approximately 46m South of GRA, 110 Jolimont Road, East Melbourne, 3002",-37.818409101326395,144.9788554339231,,1938,Granite drinking fountain,
211,Hotham Hill Seat,Artworks & Fountains,Sculpture,"Approximately 10m South of 30 Buncle Street, North Melbourne, 3051",-37.7949352206982,144.9403407552676,"McPherson, Bernice; Christenson, Di; Perry, Craig; in collaboration with the local community",1995,This curved painted-metal seating is sited at the gateway into Hotham Estate. Three photo-etched stainless-steel panels feature stylised birds and form part of the seat's back.,
212,General Charles Gordon Memorial,Artworks & Fountains,Memorial,"Gordon Reserve approximately 56m SW of Department of Treasury and Finance, 1 Macarthur Street, East Melbourne, 3002",-37.81272601232133,144.97394249758733,"Thorneycroft, Hamo",1887,"This bronze statue depicts General Charles George Gordon holding his cane and Bible. In heroic style, the general stands over a shattered cannon, presumably to symbolise his ultimate triumph over the trials and tribulations of military victory and defeat. Four bronze bas-reliefs feature on the limestone base, each depicting one of four key stages in Gordon's life: his victories in China, his charitable activities in Gravesend, his governorship in Sudan and his death in Khartoum. In part, the inscription reads: `I have tried to do my duty / This is the happy warrior ' this is he that every man in arms should wish to be'.    Gordon, the `Great Christian General', was one of the most popular Englishmen of his day, and his reputation was forged on the battlefield and through his Christian activities at Gravesend. During his appointment as secretary to the viceroy of India in 1880, Gordon became unpopular with the government of the day for passionately campaigning for native rule in countries such as Botswana, South Africa and Ireland. Gordon met his death 1885, when as governor-general of the Sudan he refused to evacuate Egyptian forces from Khartoum, believing this to be unsafe.   Gordon's death was mourned throughout the British Empire. So great was the Australian public's response that a fund to produce a copy of Thornycroft's London monument for Melbourne was heavily oversubscribed. Perhaps due to oversubscription, Thornycroft produced the four reliefs for the limestone base, which are not found on the London statue. Although Gordon did not set foot on Australian soil, the monument is of great historical importance; his death prompted the dispatch of the first Australian troops overseas, a regiment from NSW. The statue was unveiled on 26 June 1889.",
213,James C Roberts Memorial,Artworks & Fountains,Memorial,"Royal Park approximately 59m SW of Clunies Ross Reserve, 8 The Avenue, Parkville, 3052",-37.7891381551832,144.9570537702451,Unknown,c1900,"Granite obelisk in memory of Lieutenant James C. Roberts  This austere granite obelisk was erected in memory of Lieutenant James C. Roberts, who died in the Boer War, fought between 1899 and 1902. As a child he played in Royal Park, where the memorial is located.  Dedication date: Saturday 17th February, 1900",
214,The Dolphin Fountain,Artworks & Fountains,Fountain,Fitzroy Gardens,-37.811888444469155,144.980015837679,"Arnold, June",1982,"Approximately 100 sculptured bronze aquatic birds and animals, including dolphins, crabs and sea horses, are fastened to a small pyramid of granite boulders, and enveloped in a cascade of water.  June Arnold's Dolphin Fountain caused quite a stir when it was proposed. It comprises around 100 aquatic birds and animals, such as dolphins, crabs and seahorses, sculpted in bronze and fastened to a small pyramid of granite boulders over which water cascades. Some in the community questioned just where the fountain should be located, while others questioned whether it had a place in the gardens at all. One advisor from the National Trust provocatively asked: `Why must the Fitzroy Gardens continue to be the collecting yard of everybody's fantasies?'  Following a period of consultation between the artist, Melbourne City Council and Fountains Trust, it was agreed that the fountain would be sited on the relatively secluded northern bank of the ornamental lake, rather than on the proposed site on Albert Street, where it would be far more prominent. It was unveiled in December 1982.  Many of the fountain's critics have found it at odds with the planned naturalism of the heritage-listed Fitzroy Gardens, but just as Arnold predicted it has been a favourite with children ever since its installation.",
215,The Wave,Artworks & Fountains,Artwork,"V1 Village Docklands approximately 4m South of Colebrook Bosson Saunders, 15 Brentani Way, Docklands, 3008",-37.82149344290819,144.9504373092443,Vashti Gonda,2006,"The Wave was inspired by the past and present of Docklands, paying homage to the intrepid nature of the human spirit. The waving figure plays on the `wave' gesture, the `wave' of the sea and the figurehead of a ship to celebrate the movement and immigration that creates a port area. Loved ones greet and farewell seamen, soldiers and migrants, saying goodbye to the past and welcoming the future.",
216,Nurse Edith Cavell Memorial,Artworks & Fountains,Sculpture,Kings Domain South,-37.82798784492698,144.97369916788776,"Baskerville, Margaret",1926,"Marble bust of Nurse Edith Cavell on granite pedestal.   Born in Melbourne in 1861, Margaret Baskerville studied painting at Melbourne's National Gallery School and Victorian Academy, and later undertook private lessons with Charles Douglas Richardson. Between 1904 and 1906 she studied sculpture with Edouard Lanteri at the Royal College of Art, London. On her return to Australia, she quickly became the country's most acclaimed woman sculptor and was responsible for a number of major civic memorials in Melbourne and in rural towns, including Sir Thomas Bent (Brighton), and war memorials at Alexandra and Maryborough. One such piece is her marble bust of the English nurse Edith Cavell. This work commemorates a woman whose beneficence delivered her a tragic end, which is depicted on the cast-bronze relief panels on the bust's pedestal.  Edith Cavell trained as nurse in the late 1890s. In 1907, she was posted in Brussels to assist in establishing a modern nursing system at the Berkendael Medical Institute. At the outbreak of World War One she was left in charge of the hospital and what is now known as the Red Cross. During that time she assisted more than 200 Belgian, British and French soldiers who had been separated from their armies, or who had escaped German detention. In 1915, she was accused of conspiring to help prisoners escape, and was tried by a military court in Brussels. She was convicted and sentenced to death, along with four others. Cavell was executed by firing squad on 12 October 1915; she was still wearing her nurse's uniform. Her last words feature on one of the memorial's plaques: `I know now that patriotism is not enough. I must have no hatred and no bitterness towards anyone.' Cavell's body was returned to England in 1919, where a full military service was conducted at Westminster Abbey.  The appeal for funds for a Cavell memorial garnered such support in Australia that much of the money was devoted to assisting incapacitated war nurses. In 1916, the Edith Cavell Trust Fund was officially inaugurated in Victoria; it lasted nearly 60 years, until 1974.",
217,Man with the Donkey (aka Private John Simpson and his Little Donkey),Artworks & Fountains,Statue,"Shrine of Remembrance Reserve approximately 93m NW of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004",-37.8294820320636,144.9738584859447,"Anderson, William Wallace",1935,"A bronze figure of Simpson and his donkey with a wounded man on the donkey''''s back on a granite pedestal.  Private John Simpson Kirkpatrick's intrepid and short-lived exploits during the Gallipoli campaign have made him a popular figure of World War One. He has been mythologised to represent the lauded values of the digger, and he symbolises all those who went into battle unarmed. Born in England in 1892, he came to Australia in 1910. He enlisted to make his way back to England, but as a member of the 3rd Field Ambulance AIA was sent to Gallipoli. After just three weeks of bearing wounded soldiers across Shrapnel Gully on the back of his donkey, Simpson was killed by shrapnel fire.   Simpson's story became a powerful propaganda tool for enlistment in Australia, but following the war he was quickly forgotten. With the Shrine of Remembrance nearing completion in 1933, the memory of Simpson was rekindled to commemorate all who gave their lives to help others during the war. One plaque reads: `The / Man with his donkey / Gallipoli ' / In commemoration / of the valour and compassion / of the Australian soldier'.  In 1935, Wallace Anderson's design for the memorial was selected though a competition organised by the Australian Red Cross. Anderson had served during the war and worked at the Australian War Memorial after his return. His Man with the Donkey was cast in Italy, and after some debate was sited near the shrine.  Unveiled 20th June, 1936",
218,Eight Hour Day Memorial,Artworks & Fountains,Monument,Eight Hour Reserve,-37.80715499434723,144.96558836214078,"BALL, Percival",1900-03,"Stone pedestal, granite column & bronze globe with gold leaf. Base and obelisk are made of the same Harcourt granite. The base is rough axed, the obelisk is polished. The pediment is made of polished Bethanga granite, in which the inscription is cut. The pediment is surmounted by a rough cut stone section forming a conical transition to the obelisk itself. The top of the obelisk is decorated by a bronze emblem featuring ""888"", on top of which is an encircled globe supporting a crown and orb.  This publicly funded monument was designed to commemorate the eight-hour working day, introduced on 21 April 1856. In February 1856, stonemasons working at the University of Melbourne marched on Parliament House, pressing claims for a regulated eight-hour working day. The skilled workers were in a good position to have their claims met; Melbourne was experiencing a building boom and some of the city's great public buildings, such as the Public Library (now known as the State Library of Victoria), were under construction. After weeks of protest, the workers became the first in the world to achieve a 48-hour working week. The `888' on the top of obelisk refers to the workers' popular slogan: eight hours' work, eight hours' rest and eight hours' recreation. Around the monument's globe the inscription reads: `Labour, Recreation, Peace'. While the eight-hour day was an important achievement for the building workers, conditions for women and child labourers in particular remained unchanged and unreasonable for decades.  The monument was unveiled in 1903 and 14 surviving pioneers of the eight-hour-day movement attended the ceremony. Mr Ward, MLA, claimed in his keynote address that the `pioneers had led the way, not only for Victoria, but for the rest of the world'.   Originally located in Gordon Reserve, Spring Street, the monument was moved to the corner of Russell and Victoria Streets in 1923. Its site near Parliament House was perhaps a spur to reform, although the present site opposite Trades Hall is wholly appropriate. Its presence near Parliament House was said to offend the conservative members, hence its relocation.",
219,CH2 Rooftop Landscape,Artworks & Fountains,Sculpture,"Council House 2 approximately 10m NW of Swensk, Shop 1, 230 Little Collins Street, Melbourne, 3000",-37.814157002700625,144.96673361826416,David Wong,2006,"Sliced rock flitches and plant climbing frames, creating rooftop landscape",
220,Anchor,Artworks & Fountains,Sculpture,"Victoria Point approximately 42m NW of Jolie Brows, 758 Bourke Street, Docklands, 3008",-37.81823232301213,144.94744462620787,Neil Dawson,2005,"Anchor offers a tribute to the maritime crafts of the past - specifically, decorative rope work - by using the maritime technologies of the present. Dramatically changing its appearance throughout the day, the work is approximately 33 metres from the ground and secured by cables that are almost invisible, so it appears to float in the sky. New Zealander Neil Dawson is one of Australasia's most prolific artists and was made a Companion of the New Zealand Order of Merit in 2004.",
221,Samuel Mauger Drinking Fountain,Artworks & Fountains,Drinking Fountain,"Victoria Parade Reserve approximately 24m North of Fire Services Museum Of Victoria, 108-122 Victoria Parade, East Melbourne, 3002",-37.80824896279736,144.9753153437232,Unknown,1937,"Granite drinking fountain. A rectangular horizontal granite plinth, supporting a single basin fountain. The plinth is positioned on two tiered steps.  Drinking fountains such as this dot the city landscape and are culturally significant heritage artefacts. They find their roots in the reformist ways of the temperance movement, providing a morally astute alternative to the evils of a city pub. The link between the artefact and its emergence is nicely captured in this fountain, erected in memory of the former postmaster-general, Samuel Mauger. Mauger was a passionate advocate for social justice. He formed the Anti-Sweating Labour League of Victoria, was a ceaseless advocate for humanitarian legislation, was involved in the temperance movement and served as president of the Total Abstinence Society. He was also a foundation member of the Melbourne Metropolitan Fire Brigade Board, and for many years served as a volunteer fire fighter.  The inscription on this simple granite fountain attests to the respect Mauger commanded:   The drinking fountain was unveiled in the reserve in front of the Easter Hill Fire Station by J. Hume-Cook, the honorary secretary of the Australian Industries Protection League, on 26th June 1937.    The inscription on this simple granite fountain attests to the respect Mauger commanded: `Erected by commonwealth admirers in memory of / Samuel Mauger / ' / Industrial, prison, temperance & social reformer / He gave his life in the service of mankind / This memorial is erected to commemorate the life and achievement / of one who spent his years in seeking to serve his fellow men / 'Go thou and do likewise''. The drinking fountain was unveiled in the reserve in front of the Easter Hill Fire Station by J. Hume-Cook, the honorary secretary of the Australian Industries Protection League, on 26th June 1937.",
222,Resting Place,Artworks & Fountains,Sculpture / Seat,"Swanston Street between Little Lonsdale Street and La Trobe Street approximately 9m SE of Unit 1102, 339 Swanston Street, Melbourne, 3000",-37.810372108766074,144.96407645127653,"Snow, Bronwyn",1994,"Bronwyn Snow's Resting Place is a sculpture that combines aesthetics and function. The decorative elements of the seat include two serpents ' traditionally a symbol of healing, rebirth and female power ' towering sunflowers, which watch over the seated, and ivy. Snow claims of the work that it is `a stopping point, a resting place for the weary spiritual traveller'.",
223,Clayton Reserve Drinking Fountain,Artworks & Fountains,Drinking Fountain,"Clayton Reserve approximately 36m NE of Footprint Furniture, 11 Boundary Road, North Melbourne, 3051",-37.795663554735185,144.9389347962098,Unknown,c1935,"A minimal and symmetrical granite structure, it consists of a domed roof, four windows to access the drinking fountain and a hexagonal base. This simple structure has its origins in Islamic architectural forms.   Little is known of the history of this fountain near the corner or Boundary and Macaulay Roads. John Clayton, after whom the reserve and fountain are named, served as town clerk from 1891 to 1915. .",
224,Grant''s Fountain,Artworks & Fountains,Fountain,"Exhibition Street Reserve approximately 42m East of Madinah Next, 11-17 Victoria Street, Melbourne, 3000",-37.80747037586185,144.96859332734795,Unknown,1901,"This simple fountain consists of a small waterfall joining two ponds, each with a modest water jet. Surrounded by plantings, it provides a landscaped green space on a small traffic island at this northern end of busy Exhibition Street.",
225,Model Tudor Village,Artworks & Fountains,Model,"Fitzroy Gardens approximately 28m SW of The Pavilion, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.81325721271155,144.98101234462126,"Wilson, Edgar",1948,"Model buildings representing a typical Kentish village during the Tudor period.  Edgar Wilson was a 77-year-old pensioner living in England when he built this model Tudor village in the late 1940s. It is one of three villages he built, and it represents a typical Kentish village during the Tudor period. As well as comprising private residences and public buildings, the village is replete with the residences of William Shakespeare and Anne Hathaway.  The Tudor village was donated to the City of Melbourne through the City of Lambeth, England, as a gift to the people of Melbourne in appreciation for the generosity they demonstrated in sending food to Britain during World War Two. Lord Mayor Cr Raymond Connelly formally opened the village on 21 May 1948.",
226,Reynold''''s Reserve Drinking Fountain,Artworks & Fountains,Drinking Fountain,"Princes Park approximately 55m West of Ikon Park, Antenna Ikon Park, Royal Parade, Carlton North, 3054",-37.78366119106134,144.96000400655757,Unknown,c1935,"Red-granite forms the trough and cap of this drinking fountain, which otherwise is built in red brick veneer. It is located at the entrance to Optus Oval, in Princes Park.",
227,IOU,Artworks & Fountains,Sculpture,"Hub@Docklands approximately 36m West of De Asian Flavours, 2A Waterview Walk, Docklands, 3008",-37.820108015038734,144.94791455836793,Mikala Dwyer,2005,"IOU is both a debt and a poem. Fashioned from stainless steel and toughened glass, the piece won a Popular Choice Award at the prestigious Helen Lempriere National Sculpture Awards in 2002. Dwyer says, 'the IOU is something that promises another presence: that stands for something else. Here in its sculptural form, the promise stays suspended [and] the mirrored object disappears into its surrounds.'",
228,Once Upon a Slime,Artworks & Fountains,Sculpture / Seat,"Birrarung Marr approximately 15m SW of Toilet Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.818422539139505,144.97164501742284,"BODYCOMB, Helen",2008,"In 2007 mosaic artist Helen Bodycomb was commissioned to create a monochrome entrance feature for Artplay which could also be used as a seat or play feature. The design of the  sculptural work was inspired by the forms illustrated in various Dr Seuss stories. Special care was undertaken to ensure the ergonomics of the curvatures, also to enable adequate fall to prevent water from pooling on or in the work. Consistent with Artplay's colour `identity', the work was to be (in tones of) orange.  Helen conducted a number of workshops at Artplay in which children explored patterns and drawings with some of the tiles later used in the work. Rather than attempting to create works for actual inclusion, children were encouraged to explore ideas through drawing and loose-laid tile arrangements. These were carefully photo-documented for later reference by the artist.   Construction of most of the features in the work were prefabricated in Helen Bodycomb's Castlemaine studio on fibreglass mesh. A loose plan for placement was made in the studio. Each hump has a loose theme; the hump closest to the building has a circus theme, one is outer space and flight, the hump furthest from the building features the Birdman Rally, etc.",
229,Sir William Brunton Drinking Fountain,Artworks & Fountains,Drinking Fountain,,-37.78930375418185,144.97217890820102,Unknown,1930,"Ornamental drinking Fountain located in Curtain Square, North Carlton.  Sir William Brunton was the Lord Mayor of Melbourne from 1923 to 1926. He was the powerhouse behind the Lord Mayor's Hospital Fund, a founder of the National War Memorial Committee and an advocate of parks and gardens for public recreation. Following his service, Brunton offered this ornamental granite and bluestone drinking fountain to the Parks & Gardens Committee, which had it erected in Curtain Square, on Rathdowne Street, North Carlton. Unveiled on 28th February 1930.",
230,The River Runs Through It,Artworks & Fountains,Sculpture,"Approximately 6m NE of 88 Australian Wharf, Docklands, 3008",-37.821399856414146,144.94170955070416,"Stoner, Mark",2011,"The River Runs Through It by Melbourne artist Mark Stoner, is a spatial installation that merges art and landscape. The installation is comprised of a ground plane `flow' of shaped paving, 16 white pre-cast concrete `wave' forms, five brick dunes and carefully placed planter forms. This evocative and organic landscape is overlayed upon the urban stripe paving pattern, revealing the natural forces underlying the site. It reminds us all of the Yarra and alluvial mud plain that previously existed around the site.",
231,Motorcyclist Harold Parsons Memorial,Artworks & Fountains,Memorial,"Weedon Reserve approximately 33m South of 10 Wellington Parade, East Melbourne, 3002",-37.81704008332346,144.98958111417957,Unknown,1923,"Sited on the reserve on the corner of Wellington Parade and Punt Road, this granite memorial was erected in 1923 by the motorcyclists of Australia and Parsons' friends. It sits on a stepped base and is inlaid with a marble plaque remembering Parsons and with a depiction of the motorcyclist.  Harold Parsons was a legend of Australian motorcycling during the early 20th century. Among his triumphs were setting the world record for the 24-hour triangular course between the Victorian towns of Sale, Stratford and Maffra, and for the Melbourne to Adelaide ride, both achieved in 1920. Parsons was killed during a test ride on 15 May 1921, when he collided with a horse on Epping Road.",
232,John Pascoe Fawkner Memorial,Artworks & Fountains,Statue,"Approximately 51m West of Oak and Vine, Unit 1R, Ground, 60 Market Street, Melbourne, 3000",-37.817677055142426,144.95999529331093,"Meszaros, Michael Victor (1945 - )",1977-79,"Bronze figure and base on a slate pedestal. Commissioned 1977, Completed 1978, Unveiled 27 Jan 1979  Land that the statue is on is currently owned by CBus Property as at 25/9/2014  INSCRIPTION: ''CALCUTTA'' AT PORTSMOUTH AND SAILED WITH THE EXPEDITION OF LIEUT.-COL. DAVID COLLINS ON 29 APRIL 1803 TO SETTLE AT PORT PHILLIP, AS WATER SUPPLIES AT SORRENTO PROVED TO BE INADEQUATE. THE SETTLEMENT WAS MOVED TO VAN DIEMEN''S LAND (TASMANIA) WHERE HOBART TOWN WAS ESTABLISHED ON SULLIVANS COVE IN 1804. / IN 1819 FAWKNER MOVED TO LAUNCESTON, WHERE HE MARRIED ELIZA COBB IN 1822. / IN 1834-35 FAWKNER, LIKE BATMAN AND OTHERS, DECIDED TO INVESTIGATE THE LAND NORTH OF BASS STRAIT. HE BOUGHT A 55-TON SCHOONER AND, WITH LANCEY, EVANS, MARR AND JACKSON, FORMED A   SYNDICATE TO SEARCH FOR A SETTLEMENT SITE. BEFORE HIS SCHOONER, THE ''ENTERPRIZE'', WAS DELIVERED, FAWKNER HEARD OF BATMAN''S SUCCESS AT PORT PHILLIP. / THE ''ENTERPRIZE'' LEFT LAUNCESTON ON 21 JULY 1835, BUT WAS DELAYED OFF GEORGETOWN BY BAD WEATHER. FAWKNER WAS OBLIGED TO LEAVE THE SHIP AND THE PARTY LEFT WITHOUT HIM. WITH JOHN LANCEY AS LEADER, THEY EXPLORED WESTERN PORT AND THE EASTER SIDE OF PORT PHILLIP, WITHOUT FINDING ADEQUATE FRESH WATER. THIS WAS EVENTUALLY FOUND ON THE YARRA RIVER, ABOVE A WATERFALL (SINCE REMOVED). ON 29 AUGUST THE ''ENTERPRIZE'' ANCHORED BELOW THE FALL. NEXT DAY, CARGO UNLOADING BEGAN. FAWKNER AND HIS FAMILY ARRIVED IN THE ''ENTERPRIZE'' ON ITS SECOND VOYAGE, IN OCTOBER 1835. / A MEMBER OF VICTORIA''S FIRST LEGISLATIVE COUNCIL, FAWKNER REMINAED A MEMBER UNTIL HIS DEATH, ON 2 SEPTEMBER 1869.",
