id,name,category,sub_category,address,latitude,longitude,artist,year,description,material
323,Statue of Meditation,Artworks & Fountains,Sculpture,"Fitzroy Gardens approximately 70m East of Toilet Fitzroy Gardens, 2 Lansdowne Street, East Melbourne, 3002",-37.8139538628485,144.97857743610945,"DELANDRE, Robert",1933,"A massive statue of a draped form, representing one woman in meditative introspection.  In 1933, The Age reported that ""Madame Gaston-Saint, of Orrong road, St Kilda, has offered the City Council a real art in the form of a large marble statue depicting Meditation. This piece is the work of the French sculptor Robert Delandere, and it was exhibited in the Grande Palais, Paris, where it excited favourable comment.""  Madame Gaston-Saint, an Australian who married a wealthy Frenchman, intended that the statue should be erected in memory of her father in Rheole, a small Victorian fruit growing town. Plans were damaged however, and the statue was presented to the Melbourne City Council in 1933. The Lord Mayor, Councillor Gengoult Smith, and the Chairman of the Parks and Gardens Committee, Alderman Stapley, together with other members of the Council accepted the statue from Madame Gaston-Saint in its current position on 24 April, 1933. They thanked her on behalf of the council and the City. Madame Gaston-Saint asked that the statue be offered ""to honour the sorrow of those mothers whose sons fell in the Great War 1914-1918"". Not everyone was happy with the work. Paul Montford, sculptor of the Peter Pan and Adam Lindsay Gordon statues, wrote to the Lord Mayor on 19 April 1933. ""Apparently this marble was carved for a cemetery, 'sorrow' was the subject meant, and it was rightly refused by those who gave the commission to the sculptor,"" he wrote. ""In my opinion its artistic value is far below any other statuary in the Fitzroy Gardens, and it is probably the worst figure in any public place in Melbourne.""",
324,Sir Edward ''''''''Weary'''''''' Dunlop,Artworks & Fountains,Memorial,Kings Domain,-37.82530980334813,144.97159425832896,"CORLETT, Peter <br>Born Melbourrne 1944",1995,"Large, bronze statue of ''''''''Weary'''''''' Dunlop is fixed to a granite pedestal.  The statue stands above stairs constructed from ironbark railway sleepers and stone. Metal spikes from the Burma Thailand railway are used in the sculpture. On the steps leading to the sculpture are the names of other doctors and medical staff who also cared for POWs.",
325,Ceremony and Vehicle for Conveying Spirit,Artworks & Fountains,Sculpture,"Russell Street between Little Collins Street and Bourke Street approximately 15m West of Brioche by Philip, Shop 1, Ground, 114 Russell Street, Melbourne, 3000",-37.81369576317149,144.96851299989842,"Hughes, Maurie <br>",1996,"This monumental sculpture by Melbourne artist Maurie Hughes has been designed to take advantage of the movement of traffic and pedestrians. The use of staggered plinths explores the concept of `journey' and the pomp of ceremonial processions. The work also references Chris Reynolds' A History Apparatus, which is located on the same median strip on the corner of Bourke Street. The idea of `spirit' is conveyed symbolically in the flue, through which forces trapped under the earth can be released into the air. This element of the complex sculpture, with its urn, archways and sentinels, is central to the commission.  Funded by Telstra and the City of Melbourne's Urban & Public Art Program, the sculpture is linked to the redevelopment of Telstra's former Russell Street exchange. The site incorporates the ventilation point for the 6.5 kilometres of decommissioned Telstra tunnels that run beneath Melbourne's CBD and which housed the line network. Hughes' sculptural vent was commissioned with a brief to incorporate the functional and visually meaningful elements of the vent.  Unveiled Friday 13 September 1996",
326,Grollo Fountain,Artworks & Fountains,Fountain,"Exhibition Building & Melbourne Museum approximately 47m SE of Sacred Heart, 169 Rathdowne Street, Carlton, 3053",-37.80314275282813,144.96987438289304,,2001,"Ground-level bluestone-tile fountain with nine jets, nine lights, and three large granite slabs at its edges.  This ground-level bluestone-tile fountain replaced the original Grollo Fountain when Centennial Hall was superseded by the new Melbourne Museum. Luigi Grollo presented the original fountain on behalf of the family companies in 1980, to celebrate the centennial year of the Royal Exhibition Building. It was a project of mammoth proportions, both structurally and financially, featuring 44 water jets set in concentric rings and using 5500 gallons of recycled water per minute. It's more modest replacement has just nine jets and nine lights, and three large granite slabs at its edges.",
327,Poise,Artworks & Fountains,Sculpture,"Victoria Point approximately 29m NE of Bendigo And Adelaide Bank, 108 Harbour Esplanade, Docklands, 3008",-37.818010565097374,144.94683073925555,Warren Langley,2005,"Made from toughened safety glass and LED lighting within a steel frame, Poise is shimmering and crystalline by day and glowing blue by night. According to the artist, ""It would appear that every culture has within its mythology a sacred vessel. These vessels are variously perceived as receptacles of something precious, whether spiritual intent or otherwise. Here, the precarious position of the vessel speaks of the delicate state of balance.""",
328,Farnex Hercules,Artworks & Fountains,Sculpture,Queen Victoria Gardens,-37.821109293482905,144.96967311696216,Unknown,,"A marble replica bust of Hercules as found in the Vatican Museum, Rome. Dramatically represented with powerful shoulders and head twisted to the right, Farnex Hercules is a classical representation of a powerful hero. The bust sits atop two large granite blocks fixed one on top of the other.   Half god, half-human, Hercules was both the most famous hero of ancient times and the most beloved.  Born out of an illicit affair between Zeus and a beautiful mortal woman, Alcmene, Hercules had to bear tremendous hardship at the hand of Hera, wife of Zeus and Queen of the Gods. His is the story of a man so strong and courageous, whose deeds were so mighty, and who so endured all the hardships that were given to him, that when he died, Hercules was brought up to Mount Olympus to live with the gods.  Farnex Hercules was donated to the city by well-known solicitor, politician, newspaper proprietor and educationalist Theodore Fink. He acquired the bust and a replica of the Belvedere Apollo as gifts to the people of Melbourne, when visiting Rome; the works were unveiled in 1928. Fink's donation marked the end of a tradition of placing copies of classical statuary in Melbourne's public gardens, a tradition that took root in the 1860s. Most were removed by the 1930s.  The two busts were unveiled on the 2 October 1928 at the main entry to the Queen Victoria Gardens.  Fink hoped the busts would ''''''''''''''''not only beautify our parks but elevate the taste of people and help them to appreciate fine things, stimulate the national love of beauty, that will express itself in the work of Australian sculptors and artists.'''''''''''''''' This donation marked the end of a tradition of placing copies of classical statuary in Melbourne''''''''''''''''s public gardens.  Since the 1860s the Fitzroy, Flagstaff and Carlton Gardens had been profusely ornamented with casts of sculptures from the National Gallery and elsewhere.  But by Fink''''''''''''''''s time these had gone out of fashion and were allowed to deteriorate.  Most were removed by the 1930s. The position of the busts was slightly altered when Alexandra Avenue was lowered to pass below St Kilda Road.",
329,William Ievers (Jnr) Memorial Drinking Fountain,Artworks & Fountains,Drinking Fountain,"Macarthur Square approximately 30m North of 71 Macarthur Place South, Carlton, 3053",-37.798257825618585,144.97056462844986,"Richardson, Charles Douglas",1915,"Shrine like architectural structure summounted by life size bust of William Ievers (Jnr). Architecture structure: bluestone steps, grey Harcourt & red Finland granite. Bust: white marble. Drinking element in base, under canopy.  Richardson sculpted three memorial fountains dedicated to the Ievers family, who donated them to the community in thanks for its support. William Jnr (1881'95), William Snr (1895'1901), and George Hawkins (1901'21) consecutively represented the Smith Ward for a period of 40 years. George Ievers proposed the fountains in 1913 as part of a beautification scheme coordinated by the Parks & Gardens Committee, of which he was a member. At the unveiling of this second monument, Minister Mutchinson claimed: `the residents of Melbourne should be grateful to the Parks & Gardens Committee for having transformed ugly, vacant spaces into beauty spots and breathing spaces for the city'.",
330,Water Children,Artworks & Fountains,Sculpture,Queen Victoria Gardens,-37.8221241231269,144.9706619741479,"Robinson, John Edward",c1970,"Two small bronze children, a girl and a boy, leaning over a stream that meanders down to the lake. The girl is kneeling on her hands and knees, the boy lying down, one foot in the air, one hand scooping the water.  Like The Pathfinder, this sculpture was in fact commissioned by Conzinc Riotinto (now known as Rio Tinto). It was purchased by the City of Melbourne in 1973 as a part of its re-landscaping of the gardens. While this sculpture wasn't commissioned for the site, it demonstrates a shift towards more realist statuary that engages with its environment.",
331,Aurora,Artworks & Fountains,Sculpture,"Harbour Esplanade between Bourke Street and La Trobe Street approximately 25m West of De Gusto, 768B Bourke Street, Docklands, 3008",-37.81869383024415,144.94685633758888,"BARTLETT, Geoffrey",2005,"The large sculptural work Aurora, at Victoria Point, engages with the history of Docklands. The work's central component is a sweeping netlike form constructed in stainless steel, held aloft by three curved and tapering stainless-steel legs. It is suggestive of technologies once used to move cargo between ships and shore, underscoring the historical importance of the site as a shipping port.  The work encourages passers-by to walk through it, but the vertical elements also draw the viewer's attention up to the main, netlike component, challenging them to consider its meaning.   Named after the Greek goddess of dawn, Aurora's stainless-steel surface is highly reflective and responds to changes in natural light during the day. By night, the main component is lit internally, creating the impression of a glowing orb suspended above street level.",
332,Field of Play,Artworks & Fountains,Artwork,"The Innovation Building approximately 52m East of NBN, Ground & Lvls 1-2 & 4, 192 Harbour Esplanade, Docklands, 3008",-37.8142734273307,144.94546323616404,Troy Innocent,2007,"Walking down Harbour Lane is like walking into a virtual game world, especially at night when illuminated icons really come to life. The colourful icons are embedded under foot and in the walls at the end of the lane, like futuristic graffiti. They define a playing field that can be activated via mobile phone (using Bluetooth). If you have a phone with you, connect and join the game now or later at www.fieldofplay.net.",
333,Silence,Artworks & Fountains,Sculpture,"Newquay Promenade approximately 20m NE of All Smiles, 55B Newquay Promenade, Docklands, 3008",-37.81510709421359,144.9415465168603,"Mauriks, Adrian <br>",2002,"Silence comprises 13 sculptural elements in fibreglass resin, which unfold across an area of 18.5 metres by 12.5 metres outside Arkley Tower. The tallest of the sculptures stands 4.6 metres high. Coated in white acrylic paint, the sensuous, smooth forms that comprise the work suggest an abstracted natural environment, which becomes surreal by night when the sculpture is lit. The work has a quiet presence, invoking contemplation and yet inviting the viewer to walk among the elements and to touch them. The artist says of the work that it is `a series of forms arousing to the mind, appealing to memory'.  The state government requires that all Docklands developers spend one per cent of their project costs commissioning integrated artworks. Silence was the first significant artwork to be installed at NewQuay.",
334,Children''''s Lake Waterfall,Artworks & Fountains,Waterfall,Queen Victoria Gardens,-37.8224051515098,144.97064348351407,Unknown,1912,The historic Queen Victoria Gardens incorporates several ponds and water features. This simple waterfall and pond date to 1912 and includes a stone statue of a child with fish.,
335,Great Petition,Artworks & Fountains,Sculpture,"Burston Reserve approximately 23m NE of Tram Shelter, 11 Macarthur Street, East Melbourne, 3002",-37.811529640687034,144.97517029157777,"HEWITT, Susan; LEE, Penelope",2008,"(Aka Women's Suffrage)  A white scroll-like structure, which is twenty metres long and imposing on the small reserve.   Great Petition is a sculpture by Susan Hewitt and Penelope Lee, commemorating the 100th anniversary of female suffrage in Victoria. The plinth, designed in consideration of the sloping site, is made of bluestone, grounding the artwork in an archetypal Melbourne material. Alongside the sculpture, there is a didactic panel by Australian historian, Professor Marilyn Lake, explaining the history of women''''''''s suffrage in Victoria.   Launched on 3 December, 2008, Great Petition constitutes a contemporary interpretation of the Monster Petition ' a petition with more than 30,000 signatures presented to Parliament in 1891 as evidence of the wide-spread support to given women Victorians voting rights. Female suffrage was finally granted in 1908 with the passage of the Adult Suffrage Act.  Supporters: Victorian Women''''''''s Trust and Dulux",
336,R.J. & F.G.J. Hardy Memorial Drinking Fountain,Artworks & Fountains,Drinking Fountain,"Approximately 30m NE of CitiPower, Substation 5, Macpherson Street, Carlton North, 3054",-37.785591277837064,144.96931421689305,Unknown,1939,"Stone Drinking Fountain also known as Hardy Drinking Fountain.  In 1939, this stone fountain was erected and the reserve named in honour of Robert John Hardy, who represented the Victoria Ward from 1915 to 1937. The fountain also honours his son, Frederick George Jack Hardy, who succeeded him and represented the ward for 37 years. In May 1977, a plaque was unveiled on each side of the fountain, recognising the services of the men. Unveiled 1939",
337,Faces,Artworks & Fountains,Sculpture,"Warun Biik Park approximately 39m SW of 34 Derby Street, Kensington, 3031",-37.79627940870039,144.92687427968494,"GORMAN, Julia<br>",2012,"Created by artist Julie Gorman this sculpture depicts faces in profile taken from art works from all over the world and assembled around a steel pole. The work, suggesting a kind of world globe, responds to the idea of people from all over the world living together in one shared space. Each face is painted a different colour to create a visual effect. Passers-by can clearly see each distinct profile standing out from the others. The work was created to form part of a series of artworks located in the Kensington development.",
338,Boer War Monument,Artworks & Fountains,Memorial,"Approximately 84m SW of Melbourne Grammar School, Wadhurst Campus, Melbourne Grammar School, 1 Domain Road, Melbourne, 3004",-37.83339205559024,144.9722466732223,Irwin and Stephenson,1903,An obelisk adorned with a cross.  The four sandstone lions are a 1952 addition. Administered by the City of Port Phillip,
339,Futurescape,Artworks & Fountains,Sculpture,"Birrarung Marr approximately 23m North of Toilet Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.81810144655276,144.9717599103583,"BODYCOMB, Helen (and the children at ArtPlay)",2013,"ArtPlay developed its `Backyard' area over a number of years ' consulting with children and families regarding both the physical environment and the programming for the Backyard. As part of this process, children worked with artist Ann Ferguson to make ceramic tiles in the shape of trees and buildings later incorporated into the project Futurescape.  The Bank of Melbourne then supported a new project Futurescape with Helen Bodycomb where a collaborative mosaic work would be created on the `planes' of a giant split rock. The project involved 8 sessions where children developed the ideas for and drew pictures of a future Melbourne. Together with Helen, the children then made some of the elements they had drawn using mosaics and helped to lay them out. Approximately 80 children were involved.  Helen completed the work in her studio in Castlemaine.   This project exemplifies ArtPlay's work of bringing children and professional artists together to work on artistic projects; where the children have a genuine contribution to the work created.",
340,Warin the Wombat,Artworks & Fountains,Sculpture,"City Square approximately 16m SW of Three Below, Shop 3, 207 Collins Street, Melbourne, 3000",-37.81609978073489,144.96717855091975,"McKenna, Des",2002,"Warin the Wombat was carved on location at City Square from a 2½ tonne red gum log and sits happily in a sandpit. Carving of the wombat took 2 weeks to complete behind safety barriers erected by the Melbourne City Council to enable the citizens of Melbourne to follow its creation. Many people visited the site on an almost daily basis to follow the progress and it''''''''s completion in January 2002. The wombat is named "" Warin "" pronounced Wareeyn , a name derived from the local dialect of the two most important Aboriginal tribes of the Melbourne area.  Due to the Melbourne Metro Rail Project Warin the Wombat has moved to a new location beside the Yarra River at Birrarung Marr.",
341,Red Centre,Artworks & Fountains,Sculpture,"Federation Square approximately 14m North of Riverland Bar, Vault, 1-9 Princes Walk, Melbourne, 3000",-37.81856096072415,144.96871769443098,Konstantin Dimopoulos,2006,"Fire, light and the Australian outback are evoked in Red Centre by Konstantin Dimopoulos. Red Centre was commissioned for Federation Square and is a permanent sculpture between the Main Square and the Yarra River. It provides a visual link between the top of River Terrace and the creative spaces of Birrarung Marr and ArtPlay.",
342,Grotto Waterfall,Artworks & Fountains,Waterfall,Kings Domain,-37.82563931949892,144.9767610755197,City of Melbourne,1981,"This feature, funded by public subscription, encompasses stonewalls and pathways in a leafy glade and fernery. It provides a tranquil setting within the Kings Domain. Water cascades through a series of features into a cement grotto, then flows into a series of circular pools. When the water feature is running, bridges and pathways provide meandering walkways around the pools.",
343,Argyle Square Piazza,Artworks & Fountains,Paving,"Argyle Square approximately 63m South of 18 Argyle Place North, Carlton, 3053",-37.8024440893138,144.9658752846091,Porphyry Pty Ltd,2005,Landscaped park off Lygon St in Carlton with stone paved piazza featuring large sundial design and steps leading up from street,
344,Hotham Hill Pavement Inlay,Artworks & Fountains,Pavement inlay,"Approximately 9m SE of 30 Buncle Street, North Melbourne, 3051",-37.794904787706386,144.94038350587135,"McPherson, Bernice",1995,"Comprising nine large asphalt squares inset with small glazed-ceramic tiles, the work is sited in the pathway leading into Hotham Estate.  This artwork resulted from a collaborative project between Bernice McPherson and local residents.",
345,Victoria Police Memorial,Artworks & Fountains,Memorial,"Kings Domain approximately 73m East of Faculty Of The VCA & Music, Building 871, 204-234 St Kilda Road, Southbank, 3006",-37.82424172908065,144.97098228796784,"HASELL, Anton; WARD, Marcus",2002,"Grassed amphitheatre set into the edge of Kings Domain with a 3m curvilinear bluestone wall featuring four arched entry portals facing St Kilda Road. An elliptical stage features a raised replica of the Victoria Police emblem (1m diameter) constructed from various coloured stone.  Bordering the top edge of the wall is a checked pattern of Riverina granite and bluestone tiles.  The names of Police officers who died on duty are cast in bronze plaques set into the wall.  The memorial is in honour of police officers killed on duty and is a direct response to the deaths of Sergeant Gary Silk and Senior Constable Rodney Miller in 1998.  Unveiled Friday 5th July, 2002",
346,Tilly Aston Bell,Artworks & Fountains,Memorial,"Kings Domain approximately 94m East of City of Melbourne, Kings Domain, Alexandra Avenue, Melbourne, 3004",-37.825371742115266,144.9759001606588,"HASELL, Anton<br>",1999,"Hasell's interactive sculpture consists of three connecting bells cast in bronze, and features images of Aston. When this work is approached, movement sensors trigger a series of tolls. Fittingly, the inscription on one bell is in Braille.  Tilly Aston was the first blind person in Australia to attend university, but her education was cut short by an absence of textbooks in Braille. In 1894, she established a Braille library and a year later founded the Association for the Blind, the aim of which was to improve the quality of life for the blind through self-help rather than through charity. She was responsible for gaining the blind free post for Braille and talking books, free travel on public transport and the right to vote.   This sculpture by Victorian artist Anton Hasell commemorates the centenary of the Vision Australia Foundation and the life and achievements of its founder, Tilly Aston. Formerly known as the Association for the Blind, this organisation has provided services and advocacy for people with blindness and vision impairment since 1895.   Unveiled 28 April, 1999",
347,Separation Memorial,Artworks & Fountains,Memorial,"Flagstaff Gardens approximately 82m NE of Haileybury City, Basement , Ground & Level 1-9, 383 King Street, West Melbourne, 3003",-37.81069512351951,144.953685866683,unknown,1950,"Mixed stone sculpture including Castlemaine slate, sandstone granite and marble in layered brick-like structure.  Flagstaff Gardens is a heritage site of much significance to Melbourne. It is the oldest public gardens, the settlement's first burial site and the place at which the flag would be raised to signal an incoming ship. Flagstaff Gardens was also the site from which news of Victoria's separation from NSW was signalled to Melbourne residents through the lighting of a great bonfire. This sculpture was created to mark the centenary of the proclamation of separation.",
348,Beyond the Ocean of Existence,Artworks & Fountains,Sculpture,"Intersection of Swanston Street and Flinders Lane approximately 22m SW of Melbourne Metro Rail Authority, 214 Flinders Lane, Melbourne, 3000",-37.81642362550678,144.96706152142454,"Quinn, Loretta",1993,"A patinated bronze sculpture, Beyond the Ocean of Existence comprises a single large ball surrounded by eight bronze coils. A series of smaller balls and lengths of column, both triangular and circular in cross-section, surmount these coils. At the sculpture's top is a stylised angel. The work is a mounted on a granite plinth of dressed and polished blocks.  Born in Hobart, Loretta Quinn studied sculpture at the Tasmanian School of Art and the Victorian College of the Arts. The City of Melbourne commissioned Quinn to create Beyond the Ocean of Existence as part of the Swanston Walk redevelopment in 1992; the sculpture was unveiled the following year. The city also commissioned Quinn's Within Three Worlds, located in Princes Park. Beyond the Ocean of Existence demonstrates Quinn's reflective approach, and it is a work replete with religious references. There is a sense of `folk religion' in much of her art, and whether the symbols derive from the mystery of a Latin mass or the animist universe, a Celtic myth or a Japanese garden, she says they are `visual references to which others will relate'.",
349,HeartLand,Artworks & Fountains,Artwork,"Approximately 9m SE of Noel Robinson Architects, 52 River Esplanade, Docklands, 3008",-37.82433720574863,144.94761915571905,Karen Casey,2003,"Shimmering energy fields representing life, renewal and journeying - and echoing the patterns on Aboriginal artefacts - appear superimposed on the glass front of the building. Heartland incorporates a rear-illuminated, animated image developed from imprints and earth mouldings taken from the site. A cyclical lighting sequence evokes the ebb and flow of the river as well as the rising and setting of the sun. This luminescent textural surface gradually pulses and shifts in colour, like a heartbeat within the work.",
350,Time and Tide,Artworks & Fountains,Sculpture,"Cafe L'Incontro approximately 4m East of 134 Swanston Street, Melbourne, 3000",-37.814398382430774,144.9662509187985,"Makiogawa, Akio",1994,"Like many of Makigawa's works, this sculpture is monumental in scale. It comprises horizontal and vertical elements, which extend some 20 metres over its Town Hall Plaza site. Fibre optics are embedded in the concrete and the light they emit creates a different mood night and day. The individual elements of Time and Tide loosely represent a tree ' signifying growth, knowledge and the land ' a flame ' signifying rebirth and transcendence ' and a shell ' signifying the ocean.",
351,"Three Businessmen Who Brought Their Own Lunch: Batman, Swanston & Hoddle",Artworks & Fountains,Sculpture,"Intersection of Bourke Street and Swanston Street approximately 32m West of Boost Juice, 172 Swanston Street, Melbourne, 3000",-37.813685401940035,144.9655744954389,"Weaver, Alison<br>Quinn, Paul",1993,"This whimsical, life-size bronze sculpture of three businessmen carrying lunchboxes is located in the heart of Melbourne. Artist Alison Weaver claims that while the men are named and motionless, they are also intended to be anonymous and to represent being `trapped in the perpetual motion of consumerism'. Weaver figures these three Melbourne pioneers as `pedestrians of vast time' who have returned to the city streets and says her interpretation of them is driven by humour rather than by iconoclasm.  Three Businessmen Who Brought Their Own Lunch was commissioned in 1993 as part of the Swanston Street Art Works Program, and was a gift to the City of Melbourne from the Republic of Nauru to celebrate the city's 150th anniversary.",
352,French Fountain,Artworks & Fountains,Fountain,"Exhibition Building & Melbourne Museum approximately 61m West of Royal Exhibition Building, 9 Nicholson Street, Carlton, 3053",-37.80490093345887,144.97284986251543,Unknown,c1880,"The bronze fountain features three youths, each supporting a dolphin, above which rests a cupped scallop shell.   During Melbourne's International Exhibition of 1880, the French Fountain formed the centrepiece of the exhibition's fernery. It was later transferred to a flowerbed at the eastern entrance to the Royal Exhibition Building. An elegant work, the bronze fountain features three youths, each supporting a dolphin, above which rests a cupped scallop shell. The fountain forms the centrepiece of a round garden bed and its waters flow into the large, concrete pool in which it sits.",
353,Passage,Artworks & Fountains,Sculpture,"Queen Victoria Market approximately 7m West of Joe Leuzzi Flowers, Kiosk, 90 Therry Street, Melbourne, 3000",-37.80745242967464,144.95830671628437,"Stoner, Mark <br>",1994,"In 1991 Mark Stoner was commissioned to undertake a memorial to the former cemetery site and those once buried here. Stoner''''''''s monumental, non-representational sculpture evokes the timelessness and symbolism of an ancient Egyptian pyramid. He has described the work as ''''''''a passage for memories or dreams'''''''', but the site is also a place of passage between worlds. Stonemasons cworked his design by hand, using a material Stoner chose for its link to the founding of Melbourne.  A bronze plaque alongside a map of the former cemetery reads: ''''''''Passage commemorates the Old Melbourne General Cemetery, which was located on this site between 1837 and 1917. The illustration is based on a 1863 map. In 1878 the market expanded and took up the area between Victoria and Fulton Streets, three quarters of the Jewish allotment and all the Society of Friends and Aboriginal allotments. Between 1920 and 1922, 914 bodies were exhumed and reinterred in other cemeteries around Melbourne. By 1936 the Queen Victoria Market expanded to take up the entire Old Melbourne General Cemetery site.''''''''  Unveiled 13th May 1994   Unveiled 13th May 1994",
354,Weathervanes,Artworks & Fountains,Sculpture,"Intersection of Bourke Street and Swanston Street approximately 28m SE of Strandbags, Gnd, Bmt & Lvl 1, 179-183 Swanston Street, Melbourne, 3000",-37.81353704463541,144.9656409310818,"Jenkins, Daniel",1993,"Four weathervanes, in the shapes of a horse, pig, fish and bird, positioned above tram poles which rotate with the wind. Hand beaten copper with gold leaf detail.  Each of the four weathervanes takes the shape of an animal: a horse, pig, fish and bird. They are positioned high on tram poles to give aerial performances with each gust of wind. The vanes have been conceived to represent specific aspects of Melbourne: the bird symbolises the city's parks and gardens; the horse symbolises its culture and sport; the fish refers to its waterways; and the pig represents the city's hope and future ' the latter a tongue-in-cheek reference to `pigs can fly'. Jenkins said of the sculpture, `I wanted each of these weathervanes to be cartoon-like and even frivolous. We take our cities for granted and with the daily pedestrian bustle it is always business as usual. It takes something very unusual to attract someone's eye. I want people to look up and smile!'  The City of Melbourne commissioned Jenkins to make this work, which took him four months to complete. Lord Mayor Councillor Des Clark unveiled Weathervanes at 11am on Friday 19 March 1993.",
355,"World Within, World Without (Forgotten Australians)",Artworks & Fountains,Sculpture,"Southbank Promenade approximately 55m SE of Sandridge Rail Bridge, Southbank, 3006",-37.82061839181149,144.9631284056871,"BODYCOMB, Helen",2010,"Mosaic slate, granite and glass,  This artwork reflects the constellations above Victoria at 11am on 16 November 2009, when Prime Minister Kevin Rudd made his national apology to the `Forgotten Australians'. Wattle blossoms represent the 1000 most visible stars and planets, one for every 100 children who were in Victorian state care.   We remember the thousands of children who, up until the 1990s, grew up in Victorian orphanages, children's homes and foster homes, and were separated from their families and deprived of love and nurturing. Many were frightened, abused and neglected by a system responsible for their safety and wellbeing.  We acknowledge the many shattered lives and the courage and strength of those who survived.",
356,River God Fountain,Artworks & Fountains,Fountain,"Fitzroy Gardens approximately 53m South of 1 Eades Street, East Melbourne, 3002",-37.81041672287849,144.98088242316877,"Summers, Charles",1862,"Also known as Old Man Fountain, and Neptune. A cement larger than life-size figure of a man, holding aloft a fully opened clam shell shaped fountain. The figure is atop a large rockery.   While Summers was the sculptor of this larger than life-size statue, which holds aloft an opened clamshell-shaped fountain, it was created in collaboration with Clement Hodgkinson. Born in England in 1818, Hodgkinson trained as a civil engineer before coming to Australia. A talented and diligent man, he joined Melbourne's Survey Office as a temporary draftsman and rose rapidly through the ranks to become deputy surveyor-general in 1858 and assistant commissioner for Crown Lands & Survey in 1861. Described in the Illustrated Melbourne Post as `that most tasteful of amateur gardeners', he was responsible for the development of the Fitzroy, Flagstaff and Treasury Gardens. Hodgkinson was also instrumental developing the Yan Yean project, a reticulated water supply that was essential for the growing city and which allowed its gardens to exist on the scale they did. Based on works by Italian sculptors of the Renaissance, River God celebrated this permanent water supply for Melbourne.   In 1956, council proposed replacing River God; it was in poor condition and 19th-century sculpture was thought to be old fashioned, despite the fountain's historical significance. In 1962, it was replaced with Robin Boyd's Fountain of the Birds. Some three decades later, River God was discovered in a council depot. In 1996, it was conserved and returned not to its original position between Gipps and Hotham Streets, but to above a newly created rockery at the Eades Street entrance. While it is an important historical monument, River God is also notable as an example of the work of Melbourne's foremost early sculptor, Charles Summers.",
357,Elliot Drinking Fountain,Artworks & Fountains,Drinking Fountain,"Royal Park approximately 92m NW of 198 The Avenue, Parkville, 3052",-37.78205004489441,144.95696668881735,,1936,Granite drinking fountain  A new road through Royal Parkland near the Zoo was finished in 1936. The road was named Elliot Avenue after Councillor Henry Elliot represented Smith ward from 1903 to 1936. A drinking fountain was erected in his honour.,
358,Temple of the Winds,Artworks & Fountains,Rotunda,"Fitzroy Gardens approximately 54m NE of The Pavilion, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.81280965457216,144.98173585576174,"Julian, Thomas & Co.",1873,"Built by Thomas Julian & Co., Temple of the Winds is a circular masonry structure, with 10 columns supporting a domed roof; it rests on rough, dressed bluestone footings. This rotunda is one of the oldest structures in the Fitzroy Gardens and is very similar the Temple of the Winds erected by William Guilfoyle in the Royal Botanic Gardens and dedicated to Governor Latrobe.",
359,Angel,Artworks & Fountains,Sculpture,Birrarung Marr,-37.818954244841606,144.97295915208258,"Halpern, Debbie (1957-) <br>Deborah Halpern is a sculptor, mosaic artist and ceramic artist working in Victoria Australia.",1988,"From 1988 until 2005, Deborah Halpern's ceramic sculpture was sited in the southern moat of the National Gallery of Victoria on St Kilda Road. With its joyful spirit and arresting form, the 10-metre-high sculpture here attracted the attention of passers-by and soon became one of the city's best known and loved public artworks. A renowned sculptor and ceramicist, Melbourne-based Halpern pushed the boundaries of ceramic art with Angel, creating a semi-abstract work that resembles a three-legged llama in form and on which more than 4000 individually cut and hand-painted tiles are fixed to its concrete and steel armature. The colourful images adorning this work reveal Picasso's influence on Halpern's art. Since 2005, Angel has been sited on the banks of the Yarra in Birrarung Marr, where the viewers can for the first time see it from all sides. It remains part of the collection of the National Gallery of Victoria, which commissioned the work in collaboration with the Australian Bicentennial Authority.",
360,King Edward VII Memorial,Artworks & Fountains,Monument,Queen Victoria Gardens,-37.82267180354106,144.97098824977132,"McKennal, Sir Edgar Bertram",1920,"The king is portrayed in the full dress uniform of a British Field Marshall, holding a baton in his right hand whilst his left is reigning in his spirited charger.  Both the King and charger are heroically treated and the simple lines of the granite pedestal lend dignity and grace to the statue.  A formal stone alcove on a paved bluestone terrace forms the base of the memorial with two bronze lion heads spouting water into circular pools at each end. Six basalt steps mark the entrance to the memorial.  Mackennal's statue of Edward VII depicts a heroic king in the full dress uniform of a British field marshal. The eldest son of Queen Victoria, Edward was rebellious into his adulthood and the Queen showed her displeasure by denying him any governmental position. Despite his lack of experience, Edward successfully negotiated England's conciliation with France, earning him the title of `the peacemaker', and his social reforms made him popular among his subjects.  The desire to create a monument to Edward in Melbourne took hold immediately following his death in 1910. Mackennal was commissioned to undertake the work on a tender of £1867, but the statue eventually cost three times that price. The outbreak of World War One delayed the statue's production, but casting in London commenced at the war's end. It was unveiled in 1920.  Sculptor Edgar Bertram Mackennal was much in demand in the late 19th and early 20th centuries. His commissions include Melbourne's statue of Sir William Clarke and the medal for the London Olympics. He was knighted in 1921 and elected to the Royal Academy in 1922.",
