service_id,status,name,monday_open_hours,tuesday_open_hours,wednesday_open_hours,thursday_open_hours,friday_open_hours,address,city,state,postcode,latitude,longitude,saturday_open_hours,parent_org,sunday_open_hours
c0f98a36-a382-69a0-bb19-72afdc83c958,CLOSED,Epworth Freemasons,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,109 Albert Street,East Melbourne,VIC,3002,-37.810646,144.98409,,EPWORTH FOUNDATION,
41f67eec-bbac-57e2-f0f3-99d7ed0c0ee8,CLOSED,Breakthrough Psychology,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Level 2,710 Collins Street",Docklands,VIC,3008,-37.81991959,144.95054626,,,
9ceb7f75-185f-4478-a167-831eec08ab7f,CLOSED,The Obsessive Compulsive Spectrum Clinic,10:00:00 - 20:00:00,10:00:00 - 20:00:00,,,,99 ELGIN STREET,Carlton,VIC,3053,-37.79788134,144.97132525,,,
6478c2e7-9d9a-4785-97e8-52f1e3e58869,CLOSED,Victoria Harbour Pharmacy,10:00:00 - 14:00:00,,10:00:00 - 14:00:00,,,66 Merchant St,Docklands,VIC,3008,-37.820265,144.944152,,,
10c3fdcd-9291-46b3-ca70-eba0c093b102,CLOSED,Victoria Harbour Pharmacy,10:00:00 - 14:00:00,,10:00:00 - 14:00:00,,,66 Merchant St,Docklands,VIC,3008,-37.820265,144.944152,,,
1378a9e4-069c-d346-e503-d35bf91658ac,CLOSED,Lygon Court Medical Clinic,09:30:00 - 18:00:00,09:30:00 - 18:00:00,09:30:00 - 18:00:00,09:30:00 - 18:00:00,09:30:00 - 18:00:00,"LYGON COURT,Level 1 Suite 3,380 Lygon Street",Carlton,VIC,3053,-37.79806137,144.96818542,,,
73f847d1-c7e7-c7e7-c36b-db5a5bd5cf55,CLOSED,MFI Radiology,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,20 Collins Street,Melbourne,VIC,3000,-37.81332779,144.97293091,,,
653f2555-4203-423f-a147-91a661281457,UNKNOWN,Melbourne City Medical Centre,,,,,,68 Lonsdale Street,Melbourne,VIC,3000,-37.8093071,144.970047,,,
df7e1728-cf41-8e4a-e69a-b2b369737231,CLOSED,Refugee Health Assessment Clinic,,09:00:00 - 13:00:00,,,,"Royal Melbourne,Floor 9,Grattan Street",Parkville,VIC,3052,-37.7999382,144.95959473,,,
d940de33-98a9-2081-6997-ee3b9f5c85da,CLOSED,Creating Ripples,,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,,203 PEEL STREET,North Melbourne,VIC,3051,-37.8027776,144.95618506,,,
b5b99794-2b18-cca2-3c7e-a22b33f2940e,CLOSED,Dr Benjamin Wei - ENT Surgeon,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Suite 25,141 Grey Street",East Melbourne,VIC,3002,-37.81272125,144.98431396,,,
7bd7dec9-4fd6-23a0-78b5-e24c453fff59,CLOSED,Dr Richard Jasek,08:00:00 - 17:00:00,,08:00:00 - 17:00:00,,,30 Jolimont Terrace,East Melbourne,VIC,3002,-37.81799698,144.98147583,,,
71b120a7-cfee-3db2-c99f-8210d7c97c28,CLOSED,Melbourne Private Hospital,07:00:00 - 21:00:00,07:00:00 - 21:00:00,07:00:00 - 21:00:00,07:00:00 - 21:00:00,07:00:00 - 21:00:00,Royal Parade,Parkville,VIC,3052,-37.78887177,144.95869446,08:00:00 - 20:00:00,,08:00:00 - 20:00:00
9398d2e0-dec5-6091-fd59-5a495376cd92,CLOSED,Prof Robert Whitbourn Rooms,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,159 Grey Street,East Melbourne,VIC,3002,-37.81173325,144.98419189,,St Vincent's Private Hospital Melbourne Ltd,
8a9b6b5d-02f6-3039-ffb1-1794a9f83e3f,CLOSED,Paramount Medical Clinic,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Suite 4-5,108 Bourke Street",Melbourne,VIC,3000,-37.81173325,144.96972656,,,
1a09464a-9e93-9dcb-3da8-2fca0ab52c6d,CLOSED,Sleepwise Clinic,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Level 3,227 Collins Street",Melbourne,VIC,3000,-37.81584549,144.96632385,,,
d0442472-8a1f-62d1-4cbd-b18fd62dca56,CLOSED,Maven Dental Collins Street,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,"Level 1,100 Collins Street",Melbourne,VIC,3000,-37.81423569,144.97001648,,,
4aa58bb4-698b-4dd5-7820-48a6002bc7bb,CLOSED,The Park Clinic,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Level 8,166 172 Gipps Street",East Melbourne,VIC,3002,-37.81264877,144.98403931,,,
0e973be2-bf39-941e-e3d6-f78231809cbe,CLOSED,NIB Eye Care Centre,08:30:00 - 17:30:00,08:30:00 - 17:30:00,08:30:00 - 17:30:00,08:30:00 - 17:30:00,08:30:00 - 17:30:00,356 Collins Street,Melbourne,VIC,3000,-37.81632996,144.96258545,08:30:00 - 17:00:00,,
739a444b-c01f-4d29-9828-0b077c4907d8,CLOSED,North Melbourne ENT,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,"Suite 100,30 Wreckyn Street",North Melbourne,VIC,3051,-37.800404,144.954386,,,
ce7f875d-48d8-349a-3558-b5b10c7094c0,CLOSED,Perform Podiatry,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,"Showgrounds Village Shopping Centre,Shop 1,320 Epsom Road",Flemington,VIC,3031,-37.78257751,144.91552734,09:00:00 - 13:00:00,,
de7ab10f-221e-c010-25be-44273b4554e9,CLOSED,Dentists of East Melbourne,07:30:00 - 17:30:00,07:30:00 - 17:30:00,07:30:00 - 17:30:00,07:30:00 - 17:30:00,07:30:00 - 17:30:00,"Level 5 Suite 2,182 Victoria Parade",East Melbourne,VIC,3002,-37.80895615,144.97790527,,,
1c1c4ed2-6f03-1c0d-bb0f-628e475aae20,CLOSED,Carlton Dental,09:00:00 - 17:30:00,09:00:00 - 17:30:00,09:00:00 - 17:30:00,09:00:00 - 17:30:00,09:00:00 - 17:30:00,184 Elgin Street,Carlton,VIC,3053,-37.79700851,144.96839905,,,
9b9aace2-1eae-635b-512b-0a14df6f6cf9,CLOSED,Australian Prostate Centre,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Level 8,14-20 Blackwood Street",North Melbourne,VIC,3051,-37.8016243,144.95501709,,,
f39c8244-034e-4a23-ae82-323167abb7dd,CLOSED,Elgin House,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 15:00:00,54 Elgin Street,Carlton,VIC,3053,-37.797519,144.972793,,,
a62531a5-73ed-e9a7-ccc2-aa13f12368aa,CLOSED,Positive Solutions Psychological Services,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,"Level 31,120 Collins Street",Melbourne,VIC,3000,-37.8166275,144.96382141,,,
da343ff2-8e57-b457-d99d-b8f11445f13f,CLOSED,I-MED Radiology East Melbourne,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"St Vincent's Private Consulting Suites,Level 1,141 Grey Street",East Melbourne,VIC,3002,-37.81272125,144.98431396,09:00:00 - 12:00:00,I-MED RADIOLOGY NETWORK LIMITED,
8cc20961-6fd9-6771-9e8b-8ace47ec2d61,CLOSED,Shinbone Medical,10:00:00 - 17:00:00,10:00:00 - 17:00:00,10:00:00 - 17:00:00,10:00:00 - 17:00:00,10:00:00 - 17:00:00,"Shop 2,96 MacAulay Road",North Melbourne,VIC,3051,-37.79784775,144.94218445,,,
4016b217-a94e-6092-1215-bc3bea890aa9,CLOSED,Australian Prostate Centre,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Level 8,14-20 Blackwood Street",North Melbourne,VIC,3051,-37.8016243,144.95501709,,,
6f207be2-e266-d30f-3009-ee0ce5fb5c3e,CLOSED,"figureate - Food, Nutrition and Fitness - North Melbourne",,,,08:00:00 - 16:00:00,,18 Wreckyn Street,North Melbourne,VIC,3051,-37.80076981,144.95419312,,"figureate - Food, Nutrition & Fitness",
01c06002-0fb0-0a7c-c2c6-565c6e0b80e7,CLOSED,Brendan O'Brien Neurosurgery,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,378 VICTORIA PARADE,East Melbourne,VIC,3002,-37.80966138,144.98421468,,"O'BRIEN, BRENDAN",
b3b6db18-cc3e-28ce-204f-f16acd749694,CLOSED,Professor Peter Gibbs,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Melbourne Private Hospital,Level 3 Suite 1,1 Royal Parade",Parkville,VIC,3052,-37.79689789,144.95744324,,,
3797cba9-de56-ab70-6410-73ddae7825bd,CLOSED,Prahran Pathology Collection Centre,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,"Alfred Centre,99 Commercial Road",Melbourne,VIC,3004,-37.84528732,144.98168945,,Alfred Health,
17538996-e542-978f-f46d-5702e31bb1df,CLOSED,Khamly Oncology,08:30:00 - 16:30:00,08:30:00 - 16:30:00,08:30:00 - 16:30:00,08:30:00 - 16:30:00,08:30:00 - 16:30:00,"Epworth Freemasons,Suite 8.2 ,124 GREY STREET",East Melbourne,VIC,3002,-37.81106601,144.9840852,,,
e12b3ab5-fee4-400f-04d2-933d24b4688f,CLOSED,Sexual Health Victoria - CBD Clinic,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Level 1,94 Elizabeth Street",Melbourne,VIC,3000,-37.81573105,144.96417236,,FAMILY PLANNING VICTORIA INC,
747ff4f2-a0c5-f0eb-f93d-978a3d2f3afb,CLOSED,Smile Solutions,08:00:00 - 18:00:00,08:00:00 - 18:00:00,08:00:00 - 18:00:00,08:00:00 - 18:00:00,08:00:00 - 18:00:00,"Level 1,220 Collins Street",Melbourne,VIC,3000,-37.81527328,144.96617126,08:30:00 - 13:30:00,,
69f03680-40a8-715b-e410-4fead1b69f0a,CLOSED,Melbourne Voice Analysis Centre,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,376 Victoria Parade,East Melbourne,VIC,3002,-37.80975723,144.98391724,,,
f42cb05e-9640-c646-2823-d26f1263bf60,CLOSED,Women's Ultrasound Melbourne-Frances Perry House,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,"Level 2 Suite 13,20 Flemington Road",Parkville,VIC,3052,-37.79895782,144.95445251,,Y.S CHUANG & L.H KORNMAN & D.L NISBET & R.D PALMA DIAS & A.J SAMPSON & N.L WOODROW & j oldham,
96ae5ace-b26f-bff9-f2b8-41efb1880aa0,CLOSED,Melbourne Paediatric Specialists,09:00:00 - 16:00:00,09:00:00 - 16:00:00,09:00:00 - 16:00:00,09:00:00 - 16:00:00,09:00:00 - 16:00:00,"Level 3.7, Level 3,48 Flemington Road",Parkville,VIC,3052,-37.79499817,144.9499054,,,
d34fe373-5adc-cfb1-23e1-09668b07ce18,CLOSED,Mr Timothy C Gale - General Surgeon,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Suite 3,545 St Kilda Road",Melbourne,VIC,3004,-37.84633636,144.98014832,,,
a1f4e25a-f351-2d7a-6c1f-01db6cec62b8,CLOSED,"Melbourne Foot, Ankle & Walking Clinic - Melbourne City",,,09:00:00 - 17:30:00,,,"Medical 1 - QV Building,Level 3,292 Swanston Street",Melbourne,VIC,3000,-37.81076431,144.96459961,,WILSON MEDICAL ENTERPRISES PTY. LTD.,
03123d6a-e5c2-340a-684a-0e9c65a7e518,CLOSED,Mr Gary Speck - Orthopaedic Surgeon for Spinal Disorders,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"LEVEL 5 SUITE 3,517 ST KILDA ROAD",Melbourne,VIC,3004,-37.84459258,144.97928828,,,
31f84169-3ca6-fd39-ef21-843086d33080,CLOSED,Mr Peter Chu - North Melbourne,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Melbourne Vascular Surgery and Vein Clinic,24 Wreckyn Street",North Melbourne,VIC,3051,-37.80076981,144.95419312,,Mr Peter Chu,
1627a9e0-f2db-f0f0-58af-7cb2af192952,CLOSED,Robert James Millar - General Surgeon - Parkville,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Royal Melbourne Hospital,Suite 5,Royal Parade",Parkville,VIC,3052,-37.78887177,144.95869446,,,
a8e507c5-040b-c94b-981d-0b72f038482c,CLOSED,Eyes On Queen Street,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Shop 2,185 Queen Street",Melbourne,VIC,3000,-37.81428528,144.9599762,,Eyes On Optometrists,
0d171348-f846-f4cf-3fb7-ab5e5a04d2dc,CLOSED,Saisch Dental Care,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Level 6,520 Collins Street",Melbourne,VIC,3000,-37.81780243,144.95726013,,,
09ce2bce-254b-4124-87c0-ddf70bfd467d,CLOSED,Mayfair Specialist Centre,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,"Level 7,250 VICTORIA PARADE",East Melbourne,VIC,3002,-37.80919443,144.97997945,,"SINGH, RABINDER",
78934750-b880-d6fa-40d5-cf84d6754e35,CLOSED,Southbank Medical Clinic,08:30:00 - 18:00:00,08:30:00 - 18:00:00,08:30:00 - 18:00:00,08:30:00 - 18:00:00,08:30:00 - 18:00:00,151 Sturt Street,Southbank,VIC,3006,-37.82766342,144.96656799,09:00:00 - 12:00:00,,
21326f51-032d-df98-a934-ae3dbc58a937,CLOSED,The Clinic Plastic Surgery,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Level 3 Suite 30,166 Gipps Street",East Melbourne,VIC,3002,-37.81254578,144.98394775,,,
4e178a7d-eb3c-42a3-3c3c-f0e2f90528b6,CLOSED,Smile Solutions,08:00:00 - 18:00:00,08:00:00 - 18:00:00,08:00:00 - 18:00:00,08:00:00 - 18:00:00,08:00:00 - 18:00:00,"Level 1,220 Collins Street",Melbourne,VIC,3000,-37.81527328,144.96617126,08:30:00 - 13:30:00,,
ed36baea-a7b4-7d5e-4dad-c4e954f2ad7d,CLOSED,Epworth Freemasons Hospital Day Procedure Centre,08:00:00 - 16:00:00,08:00:00 - 16:00:00,08:00:00 - 16:00:00,08:00:00 - 16:00:00,08:00:00 - 16:00:00,"Epworth Freemasons Hospital Me,320 Victoria Parade",East Melbourne,VIC,3002,-37.80957031,144.98188782,,EPWORTH FOUNDATION,
1a58dabf-a8e3-0335-decc-cca19b6ae39a,CLOSED,Dr Pregs Pillay,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Suite 121,320 Victoria Parade",East Melbourne,VIC,3002,-37.80957031,144.98188782,,,
18228823-349c-8909-0c18-e74d8e2f8a46,CLOSED,Neuroaxis - North Melbourne,09:00:00 - 16:00:00,09:00:00 - 16:00:00,09:00:00 - 16:00:00,09:00:00 - 16:00:00,09:00:00 - 16:00:00,"Suite 210 Chelsea House,55 Flemington Road",North Melbourne,VIC,3051,-37.79982,144.954163,,"SOMASEKHARAN, GIRISH NAIR",
1efc7537-7479-3467-4f18-37433f69b7a1,CLOSED,Royal Melbourne Hospital Genetics Medicine and Familial Cancer Centre,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Royal Melbourne Hospital,Level 2,300 Grattan Street",Parkville,VIC,3052,-37.79881287,144.95608521,,MELBOURNE HEALTH,
46e1f4d4-631c-c00d-3396-742451685870,UNKNOWN,Forensicare - Melbourne Assessment Prison,,,,,,"Forensicare Health Services,317 Spencer Street",West Melbourne,VIC,3003,-37.81260681,144.95031738,,VICTORIAN INSTITUTE OF FORENSIC MENTAL HEALTH,
3749defc-39ce-939a-9233-32f8da0e32f6,CLOSED,Associate Professor Anne Brooks - Ophthalmologist,08:00:00 - 16:30:00,08:00:00 - 16:30:00,08:00:00 - 16:30:00,08:00:00 - 16:30:00,08:00:00 - 16:30:00,394 Albert Street,East Melbourne,VIC,3002,-37.80948639,144.97779846,,,
88aa67dc-5591-4d61-ae4f-8b1e8c61b3f2,CLOSED,Angela Mcmahon Physiotherapy,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,Confidential Address,Kensington,VIC,3031,-37.79418063,144.92693936,,,
56ac1119-fa14-435f-ef96-50ed5e28a9f8,CLOSED,Dr Suba Rudolph - Victorian Paediatric Specialist Clinic,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Epworth Freemasons,Suite 7.1, Level 7,124 Grey Street",East Melbourne,VIC,3002,-37.811479,144.984373,,,
7ae30a9a-af50-baf5-815e-67b85c8f461c,CLOSED,Dr Ian Relf - Acupuncturist,,08:30:00 - 17:30:00,08:30:00 - 12:15:00,,08:30:00 - 12:00:00,"Suite 112,320 Victoria Parade",East Melbourne,VIC,3002,-37.80942154,144.98248291,,,
815d3c86-76b4-8eab-385e-423cbf83c6ba,CLOSED,Melbourne Retina Associates,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Level 4,100 Victoria Parade",East Melbourne,VIC,3002,-37.8086319,144.97489929,,,
04a8dd25-dc4e-deac-7b81-2080087d95d2,CLOSED,PsyAx - Neuropsychologists,08:30:00 - 17:30:00,08:30:00 - 17:30:00,08:30:00 - 17:30:00,08:30:00 - 17:30:00,08:30:00 - 17:30:00,"Level 27,101 Collins Street",Melbourne,VIC,3000,-37.81521988,144.97091675,,,
354ac98f-e09b-1d35-ed0b-a07de1baa30f,CLOSED,Fetterplace Dietetics,,,16:00:00 - 20:00:00,,,"Suite 311,55 Flemington Road",North Melbourne,VIC,3051,-37.79981995,144.9541626,,,
df715b77-1903-9b83-559e-f659bf7de038,CLOSED,Dr Edmond Lobaza - Periodontics - Melbourne,,08:00:00 - 17:00:00,,,08:00:00 - 17:00:00,"Level 3 Suite 7,20 Collins Street",Melbourne,VIC,3000,-37.81332779,144.97293091,,Dr Edmond Lobaza - Periodontics,
5199aff3-ffc8-be04-86e8-c5c8d2d50619,CLOSED,Newquay Dental Cosmetics,09:30:00 - 17:30:00,09:30:00 - 17:30:00,09:30:00 - 17:30:00,09:30:00 - 17:30:00,09:30:00 - 17:30:00,19 Aquitania Way,Docklands,VIC,3008,-37.81403351,144.94241333,09:30:00 - 15:00:00,,
c0c5b4fd-81e9-2075-7835-53256fd56d5b,CLOSED,East Melbourne,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,"Suite 301, Level 3,100 Victoria Parade",East Melbourne,VIC,3002,-37.80862837,144.97492996,,Mr Boon Hong,
13f47c86-dbc4-1746-8f94-e7b9ef7eda7f,CLOSED,Dr Andrew Ngu - Obstetrician and Gynaecologist,07:30:00 - 17:00:00,07:30:00 - 17:00:00,07:30:00 - 17:00:00,07:30:00 - 17:00:00,07:30:00 - 17:00:00,"Suite 1,23 Clarendon Street",East Melbourne,VIC,3002,-37.80966949,144.98326111,,,
e3512ec5-c31c-5950-4bd3-4521ebd5f194,CLOSED,Andrology Unit - The Royal Women's Hospital,08:30:00 - 17:30:00,08:30:00 - 17:30:00,08:30:00 - 17:30:00,08:30:00 - 17:30:00,08:30:00 - 17:30:00,"The Royal Women's Hospital, Carlton Campus,321 Cardigan Street",Carlton,VIC,3053,-37.7987442,144.96540833,,THE ROYAL WOMENS HOSPITAL,
83c2a36e-dfe9-bb99-d6e1-15d2affa40b9,CLOSED,Errol Street Chiropractic Centre,07:30:00 - 19:00:00,07:30:00 - 19:00:00,15:00:00 - 18:30:00,07:30:00 - 19:00:00,14:30:00 - 19:00:00,222 Errol Street,North Melbourne,VIC,3051,-37.79782104,144.95077515,07:30:00 - 12:00:00,,
75d43836-e1b9-bbd0-1836-35aeaa25f263,CLOSED,Mr Paul Steedman - General Surgeon,,09:00:00 - 15:00:00,,09:00:00 - 15:00:00,,"Clarendal Medical Centre,Suite 7,206 Albert Street",East Melbourne,VIC,3002,-37.81014633,144.98432922,,,
bea2dfca-aaeb-e1a6-bf44-e5314436eaa1,CLOSED,Melbourne Sexual Health Centre,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,580 Swanston Street,Carlton,VIC,3053,-37.80314255,144.96377563,,Alfred Health,
9b2c38b3-b3e0-39ad-7fe4-ab18fa21485a,CLOSED,Maternal and Child Health Centre - Community Hub at the Dock,09:00:00 - 16:00:00,09:00:00 - 16:00:00,09:00:00 - 16:00:00,09:00:00 - 16:00:00,09:00:00 - 16:00:00,912 Collins Street,Docklands,VIC,3008,-37.82062149,144.94294739,,City of Melbourne - Maternal and Child Health Centres,
1cccadb8-1514-35c5-9bf4-d3d8c2ea3691,CLOSED,Dr Andrew Merrett - Consultant Physician Gastroenterologist,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,,"Level 5 Suite 4,517 St Kilda Road",Melbourne,VIC,3004,-37.84459305,144.97930908,,,
11275037-095e-9400-8d3f-c442b913a542,CLOSED,Healthcare on Collins,08:00:00 - 18:00:00,08:00:00 - 18:00:00,08:00:00 - 18:00:00,08:00:00 - 18:00:00,08:00:00 - 18:00:00,"Level 4,250 Collins Street",Melbourne,VIC,3000,-37.81547928,144.96548462,08:00:00 - 12:00:00,The Trustee for THE MID-TOWN MEDICAL CLINIC UNIT TRUST,
6881869e-94ec-4d94-aca5-eb86b7442f06,CLOSED,Prof Bernard Yan - Neurologist,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Melbourne Private Hospital,Suite 36, Level 4,1F ROYAL PARADE",Parkville,VIC,3052,-37.79863148,144.95634016,,,
276e8787-e0ad-8fbf-8f19-c4e6b3c04831,CLOSED,McKenzie Chiropractic,14:00:00 - 19:00:00,08:00:00 - 13:00:00,14:00:00 - 19:00:00,08:00:00 - 11:00:00,15:00:00 - 19:00:00,"SHOP 23A,255 DRUMMOND STREET",Carlton,VIC,3053,-37.799824,144.96780656,09:00:00 - 12:00:00,,
4c147e6f-5a0c-86df-4f04-8af1fc079037,CLOSED,Dental Health Care Associates,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,09:00:00 - 18:00:00,08:00:00 - 14:00:00,"Level 4,175 Collins Street",Melbourne,VIC,3000,-37.81534576,144.96803284,,,
19dc049b-41f6-7f6d-b932-638e8be3b930,CLOSED,Assoc Prof Leo Donnan - Victorian Orthopaedic Centre,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,64 Chapman Street,North Melbourne,VIC,3051,-37.79586029,144.94857788,,,
0945e268-5de0-6158-dc86-3f492493fcae,CLOSED,My Podiatrist - Collins Street,,08:30:00 - 16:00:00,,08:30:00 - 18:00:00,,"Level 1 Suite 15,12 Collins Street",Melbourne,VIC,3000,-37.81315613,144.97309875,,MILL PARK PODIATRY CLINIC PTY LIMITED,
1c0fc8ba-0631-f038-7774-11e5f5d8bf18,CLOSED,Dr Raju Yerra - North Melbourne,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Level 3 Suite 308,55 Flemington Road",North Melbourne,VIC,3051,-37.79981995,144.9541626,,Dr Raju Yerra,
1e074d4a-04aa-b81c-f132-7fdcbd86ac01,CLOSED,Prosthodontic Associates,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 13:30:00,"Level 16,15 Collins Street",Melbourne,VIC,3000,-37.81385422,144.97335815,,Prosthodontic Associates,
a718e7fd-951e-6063-a265-aa73535869d4,CLOSED,NeuroCentrix,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,62 WELLINGTON PARADE,East Melbourne,VIC,3002,-37.81638611,144.9882528,,,
48eb298c-18b3-f6fd-43de-d333b8d8e0b9,CLOSED,Maternal And Child Health Centre - Carlton,08:30:00 - 16:00:00,08:30:00 - 16:00:00,08:30:00 - 16:00:00,08:30:00 - 16:00:00,08:30:00 - 16:00:00,150 PALMERSTON STREET,Carlton,VIC,3053,-37.7956102,144.97056048,,City of Melbourne - Maternal and Child Health Centres,
8bb9e07b-2c4d-cb99-259d-cc2d62e302bc,CLOSED,Errol Street Chiropractic Centre,07:30:00 - 19:00:00,07:30:00 - 19:00:00,15:00:00 - 18:30:00,07:30:00 - 19:00:00,14:30:00 - 19:00:00,222 Errol Street,North Melbourne,VIC,3051,-37.79782104,144.95077515,07:30:00 - 12:00:00,,
2b7cf2b2-c726-dfda-dd0e-8904b7e22933,CLOSED,McKenzie Chiropractic,,,,,07:00:00 - 12:30:00,"SHOP 23A,255 DRUMMOND STREET",Carlton,VIC,3053,-37.799824,144.96780656,07:30:00 - 13:00:00,,
